Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Headphones,Electronics,Rigid cardboard box,Yes,Contains bamboo and minor additives,1.387605036457764,62,100,High,Use recycled glass containers that are reusable and easily recyclable.
Tablet,Electronics,Rigid cardboard box,Yes,Contains organic cotton and adhesives,9.408215226689403,193,62.402,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Table,Furniture,Corrugated cardboard,Yes,Contains aluminium and eco resin,3.406215027136513,104,96.741,High,Use uncoated recycled paper with eco-friendly printing inks.
Chips,Food,Laminated foil pouch,Yes,Contains glass and starch base,1.2527423685038004,49,67.908,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains glass and minor additives,4.356624553429171,116,86.003,High,Use uncoated recycled paper with eco-friendly printing inks.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,0.5408339858237092,31,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Laptop,Electronics,Rigid cardboard box,Yes,Contains hemp and colorants,1.2260852365186854,64,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Laptop,Electronics,Rigid cardboard box,Yes,Contains steel and adhesives,1.3285709092176112,58,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Water Bottle,Daily-use,Plastic,Yes,Contains recycled wood and binders,2.11020552152341,121,61.645,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains recycled wood and eco resin,4.4851474252316645,121,86.673,High,Use uncoated recycled paper with eco-friendly printing inks.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains aluminium and adhesives,1.0921909034041786,55,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Candle,Daily-use,Aluminum,Yes,Contains organic cotton and eco resin,1.8966975449393009,107,71.848,Medium,Switch to recycled metal containers with minimal processing waste.
Milk Carton,Food,Laminated foil pouch,Yes,Contains hemp and starch base,0.9623788993933284,46,66.949,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Nail Polish,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and binders,0.1635245919727414,28,76.482,High,Adopt bamboo-based packaging that is compostable and renewable.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains recycled wood and adhesives,6.3549391867139615,196,21.942,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Face Cream,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and starch base,2.7111603670573508,111,62.046,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Water Bottle,Daily-use,Plastic,No,Contains bamboo and minor additives,3.8132695979615976,164,24.758,Low,Use eco-friendly packaging alternatives made from renewable materials.
Chips,Food,Laminated foil pouch,Yes,Contains steel and starch base,1.0933114252693146,52,67.625,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Table,Furniture,Corrugated cardboard,Yes,Contains organic cotton and adhesives,2.953501721070729,96,95.714,High,Use uncoated recycled paper with eco-friendly printing inks.
Headphones,Electronics,Rigid cardboard box,Yes,Contains organic cotton and colorants,2.1863849749938105,110,92.646,High,Use eco-friendly packaging alternatives made from renewable materials.
Body Lotion,Cosmetics,Plastic bottle (HDPE),No,Contains aluminium and eco resin,4.1093225548972825,162,29.482,Low,Use eco-friendly packaging alternatives made from renewable materials.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains glass and eco resin,4.4024677846451405,110,83,High,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains aluminium and starch base,4.15018285026658,128,85.286,High,Use uncoated recycled paper with eco-friendly printing inks.
Milk Carton,Food,Laminated foil pouch,Yes,Contains bioplastic and starch base,1.5868778016924818,58,67.707,Medium,Use recycled glass containers that are reusable and easily recyclable.
Pen,Daily-use,Aluminum,Yes,Contains glass and adhesives,2.3346190258560933,93,69.911,Medium,Switch to recycled metal containers with minimal processing waste.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains organic cotton and binders,0.8366644147699152,62,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Headphones,Electronics,Rigid cardboard box,Yes,Contains bioplastic and adhesives,0.4411819605742815,45,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Soap,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and binders,8.870814721134943,204,44.398,Low,Replace with recycled aluminum that saves 90% of energy during production.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains hemp and minor additives,1.5904642054904472,76,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains bamboo and eco resin,2.365225658736875,131,88.611,High,Use eco-friendly packaging alternatives made from renewable materials.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains recycled wood and adhesives,3.549772928869273,115,88.259,High,Use uncoated recycled paper with eco-friendly printing inks.
Bread Loaf,Food,Laminated foil pouch,Yes,Contains bamboo and adhesives,0.7431534508736487,52,68.928,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Shampoo,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and adhesives,2.260406184160775,110,64.238,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Pen,Daily-use,Aluminum,Yes,Contains recycled wood and starch base,9.413441068342305,182,48.367,Low,Replace with recycled aluminum that saves 90% of energy during production.
Headphones,Electronics,Rigid cardboard box,Yes,Contains bamboo and adhesives,0.5336126195276976,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains aluminium and starch base,9.190241201342872,197,41.213,Low,Replace with recycled aluminum that saves 90% of energy during production.
Oatmeal,Food,Laminated foil pouch,No,Contains bamboo and minor additives,6.28085324758469,176,19.078,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Refrigerator,Electronics,Rigid cardboard box,Yes,Contains bamboo and colorants,2.101616627565649,113,88.875,High,Use eco-friendly packaging alternatives made from renewable materials.
Chips,Food,Laminated foil pouch,Yes,Contains bioplastic and adhesives,2.304908707399279,118,60.171,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Detergent,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and starch base,6.213805426167776,181,17.921,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Chips,Food,Laminated foil pouch,No,Contains organic cotton and minor additives,4.09808563503467,157,26.63,Low,Use eco-friendly packaging alternatives made from renewable materials.
Cereal Box,Food,Laminated foil pouch,Yes,Contains aluminium and eco resin,9.450143037831062,189,40.481,Low,Replace with recycled aluminum that saves 90% of energy during production.
Laptop,Electronics,Rigid cardboard box,No,Contains aluminium and adhesives,3.628003860535734,146,39.69,Low,Use eco-friendly packaging alternatives made from renewable materials.
LED TV,Electronics,Rigid cardboard box,Yes,Contains recycled wood and eco resin,0.6270842331962672,64,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Shampoo,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and colorants,0.4491328027050071,50,73.825,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains organic cotton and binders,4.118697143995569,128,83.092,High,Use uncoated recycled paper with eco-friendly printing inks.
Tablet,Electronics,Rigid cardboard box,Yes,Contains aluminium and starch base,2.0400679965145416,109,91.067,High,Switch to recycled metal containers with minimal processing waste.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains organic cotton and minor additives,2.104665938591392,87,96.089,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Detergent,Daily-use,Plastic bottle (HDPE),Yes,Contains organic cotton and colorants,1.9384403971914947,97,66.191,Medium,Switch to recycled metal containers with minimal processing waste.
Smartwatch,Electronics,Rigid cardboard box,No,Contains recycled wood and binders,4.275765311059771,158,41.902,Low,Use eco-friendly packaging alternatives made from renewable materials.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains aluminium and binders,1.52122881070268,91,64.295,Medium,Switch to recycled metal containers with minimal processing waste.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains glass and eco resin,6.3333346255099885,178,17.724,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Pen,Daily-use,Plastic,No,Contains hemp and binders,4.047602861757712,149,24.275,Low,Use eco-friendly packaging alternatives made from renewable materials.
Pasta,Food,Laminated foil pouch,No,Contains bamboo and minor additives,6.013226785641725,187,20.192,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Cereal Box,Food,Laminated foil pouch,Yes,Contains hemp and adhesives,1.7427755385306742,92,60.297,Medium,Switch to recycled metal containers with minimal processing waste.
Shampoo,Cosmetics,Plastic bottle (HDPE),No,Contains organic cotton and colorants,4.229852278281808,151,26.497,Low,Use eco-friendly packaging alternatives made from renewable materials.
Cereal Box,Food,Laminated foil pouch,No,Contains recycled wood and colorants,4.036812851645412,164,26.884,Low,Use eco-friendly packaging alternatives made from renewable materials.
Umbrella,Daily-use,Plastic,Yes,Contains bamboo and starch base,2.5324232288045887,120,63.009,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Toothbrush,Daily-use,Rigid cardboard box,Yes,Contains glass and minor additives,0.4866043908296207,49,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Smartwatch,Electronics,Rigid cardboard box,No,Contains recycled wood and colorants,6.189963075162083,182,27.546,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Bread Loaf,Food,Laminated foil pouch,Yes,Contains steel and binders,-0.02716679,30,74.488,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Face Cream,Cosmetics,Plastic bottle (HDPE),No,Contains bioplastic and adhesives,5.863534899371882,186,19.192,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and minor additives,1.7981381676718988,94,64.777,Medium,Switch to recycled metal containers with minimal processing waste.
Notebook,Daily-use,Aluminum,Yes,Contains recycled wood and adhesives,8.78697838221875,187,48.568,Low,Replace with recycled aluminum that saves 90% of energy during production.
Table,Furniture,Corrugated cardboard,Yes,Contains bamboo and eco resin,2.932006997053592,101,94.38,High,Use uncoated recycled paper with eco-friendly printing inks.
Headphones,Electronics,Rigid cardboard box,Yes,Contains aluminium and binders,0.3171636762330408,53,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Chips,Food,Laminated foil pouch,Yes,Contains steel and binders,1.3613514789440626,63,65.138,Medium,Use recycled glass containers that are reusable and easily recyclable.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains bamboo and minor additives,0.6053762730309715,55,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Oatmeal,Food,Laminated foil pouch,Yes,Contains glass and binders,1.4153066601553,60,70.139,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Sofa,Furniture,Corrugated cardboard,No,Contains bamboo and eco resin,5.443085166103733,213,48.601,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Milk Carton,Food,Laminated foil pouch,Yes,Contains organic cotton and eco resin,9.373623015365574,209,41.181,Low,Replace with recycled aluminum that saves 90% of energy during production.
Laptop,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,0.9834655295292504,47,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Laptop,Electronics,Rigid cardboard box,No,Contains hemp and eco resin,4.40656664562629,136,41.825,Low,Use eco-friendly packaging alternatives made from renewable materials.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains recycled wood and adhesives,6.425021376670824,194,19.878,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Milk Carton,Food,Laminated foil pouch,No,Contains hemp and colorants,4.2313839728599305,142,23.184,Low,Use eco-friendly packaging alternatives made from renewable materials.
Tablet,Electronics,Rigid cardboard box,Yes,Contains aluminium and starch base,8.919707210826106,208,60.586,Medium,Replace with recycled aluminum that saves 90% of energy during production.
